"Aadam","m","EE",""
"Aadje","f","NL",""
"Aadu","m","LV, EE",""
"Aaf","f","NL",""
"Aafke","f","NL",""
"Aafkea","f","DE",""
"Aafko","m","NL",""
"Aage","m","DK, NO, SE",""
"Aagje","f","NL, BE",""
"Aagot","f","NO",""
"Aagoth","f","NO",""
"Aalbert","m","NL",""
"Aalderich","m","DE",""
"Aalderk","m","DE",""
"Aaldrik","m","NL",""
"Aale","m","FI",""
"Aaliyah","f","US","2010"
"Aalke","f","NL",""
"Aalt","m","NL",""
"Aaltien","f","DE, NL",""
"Aaltinus","m","DE",""
"Aaltje","f","NL, DE",""
"Aaltsje","f","NL",""
"Aamir","m","AR",""
"Aant","f","NL",""
"Aapeli","m","FI",""
"Aapo","m","FI",""
"Aappo","m","FI",""
"Aard","m","NL",""
"Aare","m","EE",""
"Aarent","m","NL",""
"Aarjan","m","NL",""
"Aarne","m","FI, EE",""
"Aarni","m","FI",""
"Aarno","m","FI",""
"Aarnoud","m","NL",""
"Aarnout","m","NL",""
"Aaro","m","FI, EE",""
"Aaron","m","US, IL, MT","1990"
"Aarón","m","ES",""
"Aarre","m","FI",""
"Aarron","m","UK",""
"Aart","m","NL",""
"Aarti","f","IN",""
"Aase","f","DK, NO, SE",""
"Aashild","f","NO",""
"Aat","m","NL",""
"Aatami","m","FI",""
"Aatos","m","FI",""
"Aatto","m","FI",""
"Aatu","m","FI",""
"Aave","f","EE",""
"Aavo","m","EE",""
"Ab","m","NL",""
"Abad","m","ES",""
"Abagail","f","US","2010"
"Abai","m","UZ, KZ",""
"Abas","m","AZ",""
"Abay","m","UZ, KZ",""
"Abaz","m","XK, BA, AL",""
"Abbas","m","AR, AZ, TR",""
"Abbe","f","US","1960"
"Abbey","f","UK, US","2000"
"Abbie","f","UK, US","2000"
"Abbigail","f","US","2010"
"Abbo","m","DE",""
"Abbondanza","f","IT",""
"Abbondanzio","m","IT",""
"Abbondio","m","IT",""
"Abby","f","US, UK","2000"
"Abd","m","AR",""
"Abdal","m","AR",""
"Abdal+Salam","m","AR",""
"Abdalla","m","AR",""
"Abdallah","m","AR",""
"Abdel","m","AR, UZ, KZ",""
"Abdel+Aziz","m","AR",""
"Abdel+Fattah","m","AR",""
"Abdel+Ghani","m","AR",""
"Abdel+Hafid","m","AR",""
"Abdel+Hafiz","m","AR",""
"Abdel+Hak","m","AR",""
"Abdel+Hakim","m","AR",""
"Abdel+Halim","m","AR",""
"Abdel+Hamid","m","AR",""
"Abdel+Kader","m","AR",""
"Abdel+Karim","m","AR",""
"Abdel+Latif","m","AR",""
"Abdel+Majid","m","AR",""
"Abdel+Rahman","m","AR",""
"Abdelilah","m","AR",""
"Abdellah","m","AR",""
"Abder+Rahim","m","AR",""
"Abder+Rahman","m","AR",""
"Abder+Rahmane","m","AR",""
"Abder+Razak","m","AR",""
"Abdeslam","m","AR",""
"Abdi","m","XK, AR, TR",""
"Abdija","m","BA",""
"Abdo","m","AR",""
"Abdol+Karim","m","AR",""
"Abdol+Reza","m","AR",""
"Abdol+Saleh","m","AR",""
"Abdon","m","ES",""
"Abdorassoul","m","AR",""
"Abdou","m","AR",""
"Abdoul","m","AR",""
"Abdu","m","AR",""
"Abdülhalim","m","TR",""
"Abdülhamid","m","TR",""
"Abdülkadir","m","TR",""
"Abdülkerim","m","TR",""
"Abdüllatif","m","TR",""
"Abdülsamet","m","TR",""
"Abduh","m","AR",""
"Abdul","m","AR, TR, XK",""
"Abdul+Ahad","m","AR",""
"Abdul+Azim","m","AR",""
"Abdul+Aziz","m","AR",""
"Abdul+Bagi","m","AR",""
"Abdul+Basit","m","AR",""
"Abdul+Ghani","m","AR",""
"Abdul+Hadi","m","AR",""
"Abdul+Hafiz","m","AR",""
"Abdul+Hakim","m","AR",""
"Abdul+Halim","m","AR",""
"Abdul+Hamid","m","AR",""
"Abdul+Haq","m","AR",""
"Abdul+Jabbar","m","AR",""
"Abdul+Kader","m","AR",""
"Abdul+Kadir","m","AR",""
"Abdul+Kareem","m","AR",""
"Abdul+Karim","m","AR",""
"Abdul+Khaliq","m","AR",""
"Abdul+Latif","m","AR",""
"Abdul+Majeed","m","AR",""
"Abdul+Qadeer","m","AR",""
"Abdul+Qader","m","AR",""
"Abdul+Rahman","m","AR",""
"Abdul+Razzak","m","AR",""
"Abdul+Reza","m","AR",""
"Abdul+Salam","m","AR",""
"Abdul+Sattar","m","AR",""
"Abdul+Wahab","m","AR",""
"Abdulah","m","BA, ME",""
"Abdulbaki","m","TR",""
"Abdulcabbar","m","TR",""
"Abdulhakim","m","TR",""
"Abdulilah","m","AR",""
"Abdulkader","m","MK",""
"Abdulkadir","m","TR",""
"Abdulkadyr","m","UZ, KZ",""
"Abdulkerim","m","TR",""
"Abdulla","m","AR, AL, XK",""
"Abdullah","m","AR, TR, XK",""
"Abdulmalik","m","UZ, KZ, BA",""
"Abdulmedjit","m","UZ, KZ",""
"Abdulsamet","m","TR",""
"Abdur+Rahim","m","AR",""
"Abdur+Rahman","m","AR",""
"Abdurahman","m","BA, MK, AL",""
"Abdurrahim","m","TR",""
"Abdurrahman","m","TR, XK, AL",""
"Abdyl","m","AL, XK",""
"Abe","m","NL, US","1920"
"Abed","m","AR",""
"Abeda","f","AR",""
"Abedin","m","AL, BA, XK",""
"Abeer","f","AR",""
"Ábel","m","HU",""
"Abel","m","PT, ES, BE",""
"Abelardo","m","ES, IT, PT",""
"Abele","m","IT",""
"Abelia","f","ES",""
"Abeline","f","FR",""
"Abelio","m","ES",""
"Abelius","m","DE",""
"Abelle","f","FR",""
"Abha","f","IN",""
"Abhay","m","IN",""
"Abhilasha","f","IN",""
"Abid","m","AR, BA",""
"Abida","f","AR, BA",""
"Abidin","m","TR",""
"Abigaël","f","FR",""
"Abigaëlle","f","FR",""
"Abigail","f","US, UK, BE","2010"
"Abigale","f","US","2010"
"Abigayle","f","UK, US","2000"
"Abília","f","PT",""
"Abilia","f","ES",""
"Abílio","m","PT",""
"Abilio","m","ES",""
"Abir","f","AR",""
"Abla","f","AR",""
"Ablah","f","AR",""
"Abner","m","US","2010"
"Abraão","m","PT",""
"Abraham","m","IL, US, ES","2010"
"Abram","m","FI, AM, US","2010"
"Abramina","f","IT",""
"Abramo","m","IT",""
"Abrar","m","AR",""
"Abrytha","f","US",""
"Abu","m","AR",""
"Abu+Bakr","m","AR",""
"Abubekir","m","TR",""
"Abuzar","m","AZ",""
"Abuzer","m","TR",""
"Aby","f","FR",""
"Abygaël","f","FR",""
"Abygaëlle","f","FR",""
"Aca","m","RS, ME",""
"Acácio","m","PT",""
"Acacio","m","ES",""
"Accursia","f","IT",""
"Accursio","m","IT",""
"Achaz","m","DE",""
"Achicam","m","IL",""
"Achikam","m","IL",""
"Achilina","f","RO",""
"Achille","m","IT, BE, FR",""
"Achilleas","m","GR",""
"Achillefs","m","GR",""
"Achim","m","DE, RO, CH",""
"Achiropita","f","IT",""
"Achraf","m","AR",""
"Acilino","m","PT",""
"Acim","m","RS",""
"Acke","m","SE",""
"Acko","m","RS",""
"Aco","m","MK, BA, RS",""
"Aculina","f","MD",""
"Acúrcio","m","PT",""
"Ad","m","NL",""
"Ada","f","IT, IL, UK, AL, AZ, NL",""
"Adair","m","UK",""
"Adakras","m","LT",""
"Adalbert","m","AT, RO, DE",""
"Adalberta","f","IT, AT",""
"Adalberto","m","IT, PT, ES",""
"Adalciza","f","RO",""
"Adalet","f","TR, AZ",""
"Adalgira","f","PT",""
"Adalgisa","f","IT, PT",""
"Adalgiso","m","IT",""
"Adalmiina","f","FI",""
"Ádám","m","HU",""
"Adam","m","PL, US, UK, IL, SK","1980"
"Adama","m","FR",""
"Adamantia","f","GR",""
"Adamantini","f","GR",""
"Adamantios","m","GR",""
"Adamira","f","BA",""
"Adamo","m","IT, CH",""
"Adán","m","ES",""
"Adan","m","US","2010"
"Adaniel","m","RO",""
"Adão","m","PT",""
"Adar","m","IL",""
"Adda","f","IS, DE, DK",""
"Addi","f","DK",""
"Addie","f","DK, US","1920"
"Addolorata","f","IT",""
"Addolorato","m","IT",""
"Addy","m","IL",""
"Ade","f","EE",""
"Adea","f","AL",""
"Adeele","f","EE",""
"Adel","m","UZ, KZ",""
"Adéla","f","CZ",""
"Adela","f","ES, BA, RO, AL",""
"Adelaida","f","MD, ES, RO",""
"Adelaïde","f","CH",""
"Adelaide","f","PT, IT, UK",""
"Adélaïde","f","FR, BE, CH",""
"Adelaido","m","ES",""
"Adelajde","f","AL",""
"Adelbert","m","CH, DE, AT",""
"Adelchi","m","IT",""
"Adèle","f","BE, FR, CH",""
"Adéle","f","SE",""
"Adelė","f","LT",""
"Adele","f","IT, AT, UK",""
"Adelfa","f","IT",""
"Adelfo","m","IT",""
"Adelfried","m","DE",""
"Adelgund","f","DE",""
"Adelgunde","f","DE, AT",""
"Adelhard","m","DE",""
"Adelheid","f","AT, DE, CH",""
"Adelheide","f","DE",""
"Adelia","f","IT, ES",""
"Adélia","f","PT",""
"Adélie","f","FR",""
"Adelin","m","FR",""
"Adelina","f","XK, AL, PT, IT",""
"Adelinda","f","IT, PT",""
"Adelinde","f","AT, DE",""
"Adelindo","m","IT",""
"Adeline","f","FR, BE, LU",""
"Adelino","m","PT, IT, CH",""
"Adelio","m","IT, ES",""
"Adélio","m","PT",""
"Adelisa","f","PT",""
"Adeliya","f","UZ, KZ",""
"Adell","m","AR",""
"Adella","f","RO, US","1920"
"Adelle","f","UK, US","2010"
"Adelma","f","IT",""
"Adelmar","m","DE",""
"Adelmina","f","IT",""
"Adelmino","m","IT",""
"Adelmira","f","IT",""
"Adelmo","m","IT",""
"Adelo","m","ES",""
"Adelphine","f","FR",""
"Adeltraud","f","DE",""
"Adeltraut","f","DE",""
"Adeluţa","f","RO",""
"Adelya","f","AZ, UZ, KZ",""
"Adelyne","f","FR",""
"Adem","m","BA, TR, AL, XK",""
"Ademar","m","PT",""
"Ademara","f","IT",""
"Ademaro","m","IT",""
"Aden","m","GE, UK, US","2010"
"Adeodata","f","IT",""
"Adeodato","m","IT",""
"Aderita","f","IT",""
"Adérito","m","PT",""
"Aderito","m","IT",""
"Adham","m","AR, UZ, KZ, AL",""
"Adhémar","m","FR",""
"Adhurim","m","XK, AL",""
"Adi","m","BA, AL, DE",""
"Adib","m","AR",""
"Adiba","f","AR",""
"Adil","m","AZ, AR, UZ, KZ, TR, XK, BA",""
"Adila","f","BA, AZ",""
"Adilbek","m","UZ, KZ",""
"Adile","f","TR",""
"Adilia","f","RU, ES",""
"Adília","f","PT",""
"Adilkhan","m","UZ, KZ",""
"Adin","m","RO, BA",""
"Adina","f","IL, RO, AT",""
"Adinda","f","NL",""
"Adine","f","NL",""
"Adinel","m","RO",""
"Adino","m","IT",""
"Adir","m","IL",""
"Adis","m","BA, MK",""
"Adisa","f","BA, ME",""
"Aditi","f","IN",""
"Aditya","m","IN",""
"Adiya","f","UZ, KZ",""
"Adje","f","NL",""
"Adjuto","m","PT",""
"Admeto","m","IT",""
"Admir","m","BA, AL, ME",""
"Admira","f","BA, AL",""
"Admirim","m","AL",""
"Adnan","m","BA, AR, TR, MK, ME",""
"Adnana","f","AR",""
"Adnand","m","AL",""
"Ådne","m","NO",""
"Ado","m","EE, IT",""
"Adolf","m","AT, CH, DE",""
"Adolfa","f","DE, AT",""
"Adolfas","m","LT",""
"Adolfina","f","LT",""
"Adolfine","f","AT, DE",""
"Adolfo","m","ES, IT, PT",""
"Ādolfs","m","LV",""
"Adolina","f","DE",""
"Adolph","m","DE, US","1920"
"Adolphe","m","LU, BE, FR",""
"Adolphine","f","BE, FR",""
"Adolphus","m","NL, US","1920"
"Adomas","m","LT",""
"Adone","m","IT",""
"Adonis","m","GR, US","2020"
"Adoración","f","ES",""
"Adoram","m","IL",""
"Adorata","f","IT",""
"Adorján","m","HU",""
"Adorna","f","IT",""
"Adorno","m","IT",""
"Adosinda","f","PT",""
"Adosinha","f","PT",""
"Adrasto","m","IT",""
"Adria","f","IT, US","1980"
"Adriaan","m","NL, BE",""
"Adrián","m","SK, ES, HU",""
"Adrian","m","IE, UK, US","2010"
"Adriana","f","RO, AL, IT, SK, BE, MD, PT, IL",""
"Adriane","f","CH, DE, AT",""
"Adrianna","f","US, PL","2010"
"Adrianne","f","NL, US","1980"
"Adriano","m","IT, PT, CH",""
"Adriāns","m","LV",""
"Adrianus","m","BE, NL",""
"Adrião","m","PT",""
"Adriatik","m","AL",""
"Adriëlle","f","NL",""
"Adrien","m","FR, LU, BE",""
"Adriena","f","SK, CZ",""
"Adrienn","f","HU",""
"Adrienne","f","BE, HU, FR",""
"Adriënne","f","NL",""
"Adrijan","m","XK, RS, BA",""
"Adrijana","f","SI, BA",""
"Adrio","m","IT",""
"Ädu","m","EE",""
"Adua","f","IT",""
"Aduo","m","IT",""
"Advija","m","BA",""
"Ady","f","IL",""
"Ae+Young","f","KO",""
"Aedal","f","AR",""
"Aedin","m","IE",""
"Ægir","m","IS",""
"Aeihso","m","DE",""
"Aeilt","m","DE",""
"Aelbert","m","NL",""
"Aelita","f","LV, AM, UZ, KZ",""
"Aeneas","m","GR",""
"Aengus","m","IE, UK",""
"Aenne","f","DE",""
"Aerend","m","NL",""
"Aernout","m","NL",""
"Aeron","f","UK",""
"Aeronwen","f","UK",""
"Aeronwy","f","UK",""
"Aert","m","NL",""
"Æsa","f","IS",""
"Ævar","m","IS",""
"Ævarr","m","IS",""
"Afa","f","AZ",""
"Afaf","f","AR",""
"Afag","f","AZ",""
"Afanasie","m","MD",""
"Afanasii","m","MD",""
"Afanasijs","m","LV",""
"Afaq","f","AZ",""
"Afat","f","AZ",""
"Afelien","f","NL",""
"Aferdita","f","MK, ME",""
"Afërdita","f","XK, AL",""
"Afet","f","AZ",""
"Affie","f","NL",""
"Afgan","m","AZ",""
"Afia","f","AR",""
"Afie","f","NL",""
"Afif","m","AR",""
"Afifa","f","AR",""
"Afifah","f","AR",""
"Afiya","f","AR",""
"Afke","f","NL",""
"Afonso","m","PT",""
"Afra","f","NL, IT",""
"África","f","ES, PT",""
"Afrim","m","XK, AL",""
"Afro","m","IT",""
"Afrodita","f","RO, BG, MK",""
"Afroditi","f","GR",""
"Afsaneh","f","AR",""
"Afsar","f","AR",""
"Afşar","m","TR",""
"Afschin","m","AR",""
"Afshin","m","AR",""
"Aftab","m","AR",""
"Aftandil","m","AZ",""
"Aftina","f","RO",""
"Aftinia","f","RO",""
"Afzal","m","AR",""
"Aga","f","PL",""
"Agaat","f","NL",""
"Agaath","f","NL",""
"Agafia","f","RO",""
"Agah","m","TR",""
"Agan","m","BA",""
"Agapi","f","GR",""
"Agapia","f","RO",""
"Agapios","m","GR",""
"Agapita","f","ES",""
"Agapito","m","ES, IT, PT",""
"Agata","f","PL, IT, CH",""
"Agáta","f","SK, CZ",""
"Agate","f","LV",""
"Agatha","f","CH, NL, AT",""
"Agathe","f","FR, CH, AT",""
"Agathi","f","GR",""
"Agatho","m","NL",""
"Agatia","f","RO",""
"Agatina","f","IT",""
"Agatino","m","IT",""
"Agazio","m","IT",""
"Agda","f","NO, DK, SE",""
"Age","m","NL, EE",""
"Åge","m","NO, DK",""
"Ageet","f","NL",""
"Ageeth","f","NL",""
"Agenore","m","IT",""
"Ager","m","ES",""
"Agesilao","m","IT",""
"Agetina","f","AL",""
"Agge","m","DE",""
"Aggeo","m","IT",""
"Aggie","f","UK",""
"Agha","m","AR",""
"Aghasi","m","AM, AZ",""
"Aghavni","f","AM",""
"Aghvan","m","AM",""
"Ági","f","HU",""
"Agide","m","IT",""
"Ägidius","m","DE, AT",""
"Agil","m","AZ",""
"Agilbert","m","DE",""
"Agilmar","m","DE",""
"Agim","m","AL, XK, MK",""
"Agis","m","GR",""
"Agisilaos","m","GR",""
"Agita","f","LV",""
"Agla","f","IS",""
"Aglaé","f","FR",""
"Aglaea","f","RO",""
"Aglaée","f","FR",""
"Aglaia","f","GR, RO",""
"Aglaja","f","UZ, KZ",""
"Aglaya","f","UZ, KZ",""
"Agle","f","EE",""
"Agna","f","NO",""
"Agnar","m","IS, NO",""
"Agne","m","SE",""
"Agnė","f","LT",""
"Agnela","f","PT",""
"Agnella","f","IT",""
"Agnello","m","IT",""
"Agnelo","m","PT",""
"Agner","m","DK",""
"Agnes","f","CH, NL, IS, AT, UK, BE, DE, DK, NO",""
"Agnès","f","BE, FR, LU",""
"Ágnes","f","HU",""
"Agnesa","f","SK, CZ, RO",""
"Agnese","f","LV, IT, CH",""
"Agneta","f","SE, LV, RO",""
"Agnete","f","DK, NO",""
"Agnetha","f","SE",""
"Agnethe","f","DK, NO",""
"Agneza","f","BA, HR, RO",""
"Agni","f","MK, GR",""
"Agnieška","f","LT",""
"Agnieszka","f","PL",""
"Agnietė","f","LT",""
"Agnija","f","LV",""
"Agnis","m","LV",""
"Agnita","f","NL",""
"Ago","m","EE, BA, AL",""
"Agon","m","XK",""
"Agora","f","RO",""
"Agoritsa","f","GR",""
"Agostina","f","IT, AL",""
"Agostiña","f","PT",""
"Agostinho","m","PT",""
"Agostino","m","IT, MT, CH",""
"Ágoston","m","HU",""
"Ågot","f","NO",""
"Ágota","f","HU",""
"Agota","f","LT, RO",""
"Ågoth","f","NO",""
"Agra","f","LV",""
"Agripina","f","RO",""
"Agrippina","f","IT",""
"Agrippino","m","IT",""
"Agris","m","LV, EE",""
"Agrita","f","LV",""
"Agron","m","XK, AL, MK",""
"Agshin","m","AZ",""
"Agu","m","EE",""
"Águeda","f","ES",""
"Aguinaldo","m","PT",""
"Agunde","f","DE",""
"Agurne","f","ES",""
"Agurtzane","f","ES",""
"Ágúst","m","IS",""
"Ágústa","f","IS",""
"Agusti","m","ES",""
"Agustin","m","ES",""
"Agustín","m","ES",""
"Agustina","f","ES",""
"Ágústína","f","IS",""
"Aharon","m","IL",""
"Aherine","f","DE",""
"Ahilan","m","IN",""
"Ahile","m","RO",""
"Ahlam","f","AR",""
"Ahlerich","m","DE",""
"Ahlke","f","DE",""
"Ahlrich","m","DE",""
"Ahlrike","f","DE",""
"Ahmad","m","AR, UZ, KZ",""
"Ahmed","m","AR, BA, ME",""
"Ahmet","m","TR, XK, BA, AL",""
"Ahmo","m","BA",""
"Ahrend","m","DE",""
"Ahsen","f","TR",""
"Ahti","m","FI, EE",""
"Ahto","m","EE",""
"Ahu","f","TR",""
"Ahuva","f","IL",""
"Ahuvah","f","IL",""
"Ai","f","JP",""
"Aia","f","IL",""
"Aiace","m","IT",""
"Aibek","m","UZ, KZ",""
"Aicha","f","AR",""
"Aicke","m","DE",""
"Aïda","f","BE, FR",""
"Aida","f","BA, AM, AL, UZ, KZ, AR, AZ, ME, PT",""
"Aidan","m","IE, UK, US","2010"
"Aidana","f","AL",""
"Aidar","m","UZ, KZ",""
"Aidas","m","LT",""
"Aide","f","EE",""
"Aideen","f","IE",""
"Aidel","f","IL",""
"Aiden","m","UK, US","2010"
"Aido","m","IT",""
"Aiert","m","ES",""
"Aiga","f","LV",""
"Aigar","m","EE",""
"Aigars","m","LV",""
"Aigerim","f","UZ, KZ",""
"Aigris","m","LT",""
"Aigul","f","UZ, KZ",""
"Aija","f","LV, FI",""
"Aikaterini","f","GR",""
"Aike","m","DE",""
"Aiki","f","EE",""
"Aiko","m","DE",""
"Aila","f","FI, UK",""
"Ailbhe","f","IE, UK",""
"Aile","f","EE",""
"Ailean","m","UK",""
"Aileen","f","IE, UK, US","2010"
"Ailert","m","DE",""
"Aili","f","UK",""
"Ailidh","f","UK",""
"Ailie","f","UK",""
"Ailin","f","NO",""
"Ailín","m","IE",""
"Ailis","f","UK",""
"Ailís","f","IE",""
"Ailish","f","IE, UK",""
"Ailsa","f","UK",""
"Ailt","m","DE",""
"Aima","f","EE",""
"Aimable","m","FR, LU",""
"Aiman","m","AR",""
"Aimantas","m","LT",""
"Aimar","m","EE, ES",""
"Aimé","m","FR, CH",""
"Aime","f","EE",""
"Aimée","f","FR, BE, CH",""
"Aimee","f","US, IE","1980"
"Aimeric","m","FR",""
"Aimery","m","FR",""
"Aimi","f","JP, EE",""
"Aimie","f","FR",""
"Aimilia","f","GR",""
"Aimilios","m","GR",""
"Aimo","m","FI",""
"Aimur","m","EE",""
"Aimy","f","FR",""
"Ain","m","EE",""
"Aina","f","LV, SE, NO",""
"Ainagul","f","UZ, KZ",""
"Ainar","m","EE",""
"Ainara","f","ES",""
"Ainārs","m","LV",""
"Ainars","m","LV",""
"Ainash","f","UZ, KZ",""
"Aindrias","m","IE",""
"Aindriú","m","IE",""
"Áine","f","IE",""
"Aine","f","UK",""
"Aingeru","m","ES",""
"Ainhoa","f","ES",""
"Aini","f","FI",""
"Ainikki","f","FI",""
"Ainis","m","LV, LT",""
"Aino","m","DE",""
"Ainoriitta","f","FI",""
"Ainsley","f","US","2010"
"Ainsworth","m","UK",""
"Aintzane","f","ES",""
"Ainur","f","UZ, KZ, AR",""
"Ainura","f","UZ, KZ",""
"Aira","f","FI, LV",""
"Aire","f","EE",""
"Aires","m","PT",""
"Airete","f","PT",""
"Airi","f","EE, FI, JP",""
"Airidas","m","LT",""
"Airina","f","LT",""
"Airo","f","EE",""
"Aiša","f","BA, ME",""
"Aischa","f","AR",""
"Aisha","f","AR, UZ, KZ, AZ",""
"Aishah","f","AR",""
"Aishe","f","AL",""
"Aishling","f","IE",""
"Aislin","f","UK",""
"Aisling","f","IE",""
"Aislinn","f","IE, UK",""
"Aisma","f","LV",""
"Aiso","m","NL",""
"Aita","f","EE, LV",""
"Aitan","m","AZ, IL",""
"Aitana","f","ES",""
"Aiten","f","AZ",""
"Aitor","m","ES",""
"Aitzol","m","ES",""
"Aiva","f","LV",""
"Aivar","m","EE",""
"Aivaras","m","LT",""
"Aivars","m","LV",""
"Aive","f","EE",""
"Aivi","f","EE",""
"Aivils","m","LV",""
"Aivis","m","LV",""
"Aivo","f","EE",""
"Aiyana","f","US","2010"
"Aize","m","NL",""
"Aizhan","f","UZ, KZ",""
"Aizo","m","NL",""
"Aja","f","CH, US","1980"
"Ajay","m","IN",""
"Ajaz","m","AL, AR",""
"Ajda","f","TR",""
"Ajdin","m","BA, XK",""
"Ajdina","f","BA",""
"Ajet","m","AL, XK, AR",""
"Ajeta","f","XK",""
"Ajete","f","XK",""
"Ajiša","f","BA",""
"Ajit","m","IN",""
"Ajka","f","SI, BA",""
"Ajkun","m","XK",""
"Ajkune","f","XK",""
"Ajla","f","BA",""
"Ajmal","m","AR",""
"Ajmer","m","IN",""
"Ajrie","f","XK",""
"Ajša","f","BA",""
"Ajshe","f","XK, AL",""
"Ajten","m","XK, AL",""
"Ajtene","f","XK, MK",""
"Ajub","m","AR",""
"Akaki","m","GE",""
"Akan","m","TR",""
"Akane","f","JP",""
"Akari","f","JP",""
"Akash","m","IN, AR",""
"Akbar","m","AR, UZ, KZ",""
"Akbota","f","UZ, KZ",""
"Akçay","m","TR",""
"Ake","m","NL",""
"Åke","m","SE, DK, NO",""
"Akeem","m","US","1990"
"Akemi","f","JP",""
"Aketza","m","ES",""
"Akgül","f","TR",""
"Akhila","f","IN",""
"Akhtar","m","AR, IN",""
"Aki","m","FI",""
"Áki","m","IS",""
"Akiba","m","IL",""
"Akif","m","AZ, TR, BA",""
"Akife","f","TR",""
"Akifumi","m","JP",""
"Akiharu","m","JP",""
"Akihiko","m","JP",""
"Akihiro","m","JP",""
"Akihisa","m","JP",""
"Akihito","m","JP",""
"Akikazu","m","JP",""
"Akiko","f","JP",""
"Akil","m","AL, AR, TR",""
"Akila","f","AR",""
"Akim","m","AZ",""
"Akimasa","m","JP",""
"Akimitsu","m","JP",""
"Akina","f","JP",""
"Akindynos","m","GR",""
"Akino","f","JP",""
"Akinobu","m","JP",""
"Akinori","m","JP",""
"Akio","m","JP",""
"Akira","m","JP",""
"Akito","m","JP",""
"Akitomo","m","JP",""
"Akitoshi","m","JP",""
"Akiva","m","IL",""
"Akiyo","f","JP",""
"Akiyoshi","m","JP",""
"Akke","m","DE, SE",""
"Akkie","f","NL",""
"Akmal","m","UZ, KZ",""
"Akmaral","f","UZ, KZ",""
"Akmini","f","GR",""
"Ákos","m","HU",""
"Akper","m","AZ",""
"Akram","m","AR, AZ, UZ, KZ",""
"Akrivi","f","GR",""
"Akrom","m","UZ, KZ",""
"Aksana","f","BY",""
"Aksel","m","DK, NO, TR",""
"Akseli","m","FI",""
"Aku","m","FI",""
"Akylbek","m","UZ, KZ",""
"Akın","m","TR",""
"Al","m","AR",""
"Ala","m","AR",""
"Alaa","m","AR",""
"Alaaddin","m","AR, TR",""
"Alaattin","m","TR",""
"Aladár","m","HU, SK",""
"Aladdin","m","AZ",""
"Aladina","f","IT",""
"Aladino","m","IT",""
"Alaeddine","m","AR",""
"Alaettin","m","AR",""
"Alaga","m","BA",""
"Alain","m","FR, LU, BE, CH",""
"Alaina","f","US","2010"
"Alaïs","f","FR",""
"Alaitz","f","ES",""
"Alajos","m","HU",""
"Alak","m","IN",""
"Alakananda","m","IN",""
"Alam","m","AR",""
"Alamanno","m","IT",""
"Alamgir","m","AR",""
"Alan","m","UK, IE, US, RU","1960"
"Alana","f","US, UK","2010"
"Alanah","f","UK",""
"Alanis","f","FR",""
"Alanna","f","UK, US","2010"
"Alannah","f","IE, UK",""
"Alar","m","EE",""
"Alari","m","EE",""
"Alaric","m","FR",""
"Alarich","m","DE",""
"Alarico","m","IT",""
"Alarik","m","FI",""
"Alasdair","m","UK",""
"Alastair","m","UK, IE",""
"Alaster","m","UK",""
"Alayna","f","UK, US","2010"
"Alayne","f","UK",""
"Alazdin","m","RS",""
"Alazne","f","ES",""
"Alba","f","IT, AL, XK",""
"Albain","m","FR",""
"Alban","m","XK, AL, FR",""
"Albana","f","AL, XK, ME",""
"Albane","f","FR",""
"Albanie","f","FR",""
"Albanne","f","FR",""
"Albano","m","PT, IT, CH",""
"Albena","f","BG",""
"Alber","m","NL, AM",""
"Alberdina","f","NL",""
"Alberdine","f","DE",""
"Albéric","m","BE, FR",""
"Alberica","f","IT",""
"Alberico","m","IT",""
"Albert","m","AM, LU, BE, CH, AL, UK, FR, XK, AT, NL",""
"Alberta","f","IT, US, DE","1920"
"Albertas","m","LT",""
"Albertdine","f","DE",""
"Alberte","f","BE, FR, CH",""
"Albertha","f","DE, NL, US","1920"
"Alberthe","f","DK",""
"Albertien","f","NL",""
"Albertina","f","PT, IT, BE",""
"Albertine","f","LU, BE, FR",""
"Albertino","m","PT, IT",""
"Albertje","f","DE",""
"Alberto","m","PT, IT, ES, CH",""
"Alberts","m","LV",""
"Albertus","m","DE, NL",""
"Albi","m","AL",""
"Albin","m","BA, SI, AT",""
"Albīna","f","LV",""
"Albína","f","SK, CZ",""
"Albina","f","LT, XK, UZ, KZ, RU, IT, AL, SI",""
"Albinas","m","LT",""
"Albinca","f","SI",""
"Albine","f","AT, BE, FR",""
"Albino","m","IT, PT, ES",""
"Albinus","m","DE",""
"Albion","m","AL, XK",""
"Albo","m","IT",""
"Albrecht","m","DE, CH, AT",""
"Albulena","f","XK",""
"Alby","m","CH",""
"Alcea","f","IT",""
"Alceo","m","IT",""
"Alceste","f","IT",""
"Alceu","m","PT",""
"Alcide","m","IT, CH",""
"Alcides","m","PT",""
"Alcídia","f","PT",""
"Alcina","f","PT",""
"Alcinda","f","PT",""
"Alcindo","m","PT",""
"Alcínio","m","PT",""
"Alcino","m","PT",""
"Alco","m","NL",""
"Alda","f","IS, LV, PT, AL, IT",""
"Aldas","m","LT",""
"Aldegonda","f","IT",""
"Alden","m","US","2010"
"Aldéric","m","FR",""
"Alderico","m","IT",""
"Aldesina","f","IT",""
"Aldesino","m","IT",""
"Aldi","m","AL",""
"Aldijana","f","BA",""
"Aldin","m","BA",""
"Aldina","f","PT, BA, IT",""
"Aldine","f","FR",""
"Aldino","m","IT, PT",""
